timestamp,host,pid,message,src_ip,user,label
Sep 18 03:58:24,kali,2335,Connection closed by 10.0.0.9 port 27617 [preauth],,,benign
Sep 18 03:58:33,kali,2860,Failed password for root from 10.0.0.52 port 58790 ssh2,10.0.0.52,root,attacker
Sep 18 03:58:38,kali,2076,Accepted password for bob from 10.0.0.7 port 41685 ssh2,10.0.0.7,bob,benign
Sep 18 03:59:02,kali,2811,Failed password for testuser from 10.0.0.7 port 59316 ssh2,10.0.0.7,testuser,benign
Sep 18 03:59:04,kali,2380,Failed password for testuser from 10.0.0.6 port 21923 ssh2,10.0.0.6,testuser,benign
Sep 18 03:59:37,kali,2126,Failed password for dave from 10.0.0.2 port 36763 ssh2,10.0.0.2,dave,benign
Sep 18 04:00:24,kali,2820,PAM: Authentication failure for svc_backup from 192.168.100.103,192.168.100.103,svc_backup,benign
Sep 18 04:00:30,kali,2282,Failed password for testuser from 192.168.100.102 port 45938 ssh2,192.168.100.102,testuser,benign
Sep 18 04:00:46,kali,2470,PAM: Authentication failure for root from 10.0.0.52,10.0.0.52,root,attacker
Sep 18 04:00:55,kali,2180,Failed password for testuser from 10.0.0.52 port 21848 ssh2,10.0.0.52,testuser,attacker
Sep 18 04:00:55,kali,2197,Connection closed by 10.0.0.5 port 23776 [preauth],,,benign
Sep 18 04:01:12,kali,2468,PAM: Authentication failure for carol from 192.168.100.103,192.168.100.103,carol,benign
Sep 18 04:01:16,kali,2416,Failed password for carol from 192.168.100.100 port 27668 ssh2,192.168.100.100,carol,benign
Sep 18 04:01:27,kali,2132,Failed password for root from 192.168.100.100 port 43210 ssh2,192.168.100.100,root,benign
Sep 18 04:01:30,kali,2823,PAM: Authentication failure for alice from 192.168.100.103,192.168.100.103,alice,benign
Sep 18 04:01:52,kali,2708,Failed password for alice from 10.0.0.4 port 59357 ssh2,10.0.0.4,alice,benign
Sep 18 04:01:55,kali,2699,Failed password for root from 192.168.100.103 port 22663 ssh2,192.168.100.103,root,benign
Sep 18 04:01:58,kali,2983,Connection closed by 10.0.0.51 port 56132 [preauth],,,benign
Sep 18 04:02:13,kali,2487,Failed password for admin from 10.0.0.52 port 32462 ssh2,10.0.0.52,admin,attacker
Sep 18 04:02:26,kali,2109,PAM: Authentication failure for bob from 10.0.0.6,10.0.0.6,bob,benign
Sep 18 04:02:27,kali,2754,PAM: Authentication failure for svc_backup from 192.168.100.102,192.168.100.102,svc_backup,benign
Sep 18 04:02:38,kali,2529,PAM: Authentication failure for testuser from 10.0.0.2,10.0.0.2,testuser,benign
Sep 18 04:02:44,kali,2279,Accepted password for carol from 10.0.0.6 port 43004 ssh2,10.0.0.6,carol,benign
Sep 18 04:03:10,kali,2786,PAM: Authentication failure for root from 192.168.100.102,192.168.100.102,root,benign
Sep 18 04:03:12,kali,2616,Failed password for bob from 192.168.100.101 port 26822 ssh2,192.168.100.101,bob,benign
Sep 18 04:03:25,kali,2782,PAM: Authentication failure for dave from 10.0.0.50,10.0.0.50,dave,attacker
Sep 18 04:03:28,kali,2382,Accepted password for dave from 10.0.0.8 port 59087 ssh2,10.0.0.8,dave,benign
Sep 18 04:03:43,kali,2226,Failed password for root from 10.0.0.50 port 55969 ssh2,10.0.0.50,root,attacker
Sep 18 04:04:22,kali,2655,Accepted password for alice from 10.0.0.8 port 32931 ssh2,10.0.0.8,alice,benign
Sep 18 04:04:45,kali,2328,Failed password for admin from 10.0.0.52 port 38488 ssh2,10.0.0.52,admin,attacker
Sep 18 04:04:55,kali,2153,Failed password for svc_backup from 10.0.0.50 port 29170 ssh2,10.0.0.50,svc_backup,attacker
Sep 18 04:04:59,kali,2714,Failed password for invalid user dave from 192.168.100.104 port 50996 ssh2,192.168.100.104,dave,benign
Sep 18 04:05:18,kali,2580,Failed password for testuser from 10.0.0.52 port 59235 ssh2,10.0.0.52,testuser,attacker
Sep 18 04:05:20,kali,2303,Failed password for root from 10.0.0.52 port 23746 ssh2,10.0.0.52,root,attacker
Sep 18 04:05:25,kali,2549,Failed password for dave from 10.0.0.6 port 24940 ssh2,10.0.0.6,dave,benign
Sep 18 04:05:47,kali,2221,Accepted password for testuser from 10.0.0.6 port 58639 ssh2,10.0.0.6,testuser,benign
Sep 18 04:05:52,kali,2430,Accepted password for testuser from 10.0.0.8 port 31405 ssh2,10.0.0.8,testuser,benign
Sep 18 04:05:53,kali,2634,Failed password for svc_backup from 10.0.0.6 port 44448 ssh2,10.0.0.6,svc_backup,benign
Sep 18 04:05:59,kali,2980,Failed password for carol from 10.0.0.5 port 33584 ssh2,10.0.0.5,carol,benign
Sep 18 04:06:06,kali,2129,Failed password for admin from 10.0.0.52 port 29691 ssh2,10.0.0.52,admin,attacker
Sep 18 04:06:10,kali,2021,Accepted password for testuser from 10.0.0.7 port 28829 ssh2,10.0.0.7,testuser,benign
Sep 18 04:06:13,kali,2408,Failed password for carol from 192.168.100.104 port 53384 ssh2,192.168.100.104,carol,benign
Sep 18 04:06:19,kali,2325,Failed password for admin from 10.0.0.52 port 43887 ssh2,10.0.0.52,admin,attacker
Sep 18 04:06:36,kali,2465,PAM: Authentication failure for carol from 10.0.0.2,10.0.0.2,carol,benign
Sep 18 04:07:07,kali,2794,Accepted password for carol from 10.0.0.5 port 49413 ssh2,10.0.0.5,carol,benign
Sep 18 04:07:17,kali,2468,Failed password for root from 10.0.0.9 port 40539 ssh2,10.0.0.9,root,benign
Sep 18 04:07:44,kali,2369,Connection closed by 10.0.0.52 port 34272 [preauth],,,benign
Sep 18 04:07:50,kali,2616,Failed password for alice from 10.0.0.2 port 41826 ssh2,10.0.0.2,alice,benign
Sep 18 04:07:52,kali,2471,Accepted password for root from 10.0.0.3 port 33660 ssh2,10.0.0.3,root,benign
Sep 18 04:09:31,kali,2070,Connection closed by 10.0.0.50 port 33576 [preauth],,,benign
Sep 18 04:09:34,kali,2734,Failed password for root from 10.0.0.52 port 53636 ssh2,10.0.0.52,root,attacker
Sep 18 04:09:35,kali,2711,Accepted password for carol from 10.0.0.2 port 47582 ssh2,10.0.0.2,carol,benign
Sep 18 04:09:45,kali,2068,Failed password for root from 10.0.0.52 port 22899 ssh2,10.0.0.52,root,attacker
Sep 18 04:09:56,kali,2275,Accepted password for svc_backup from 10.0.0.2 port 20583 ssh2,10.0.0.2,svc_backup,benign
Sep 18 04:09:56,kali,2530,PAM: Authentication failure for dave from 192.168.100.100,192.168.100.100,dave,benign
Sep 18 04:09:58,kali,2670,Accepted password for carol from 10.0.0.7 port 23556 ssh2,10.0.0.7,carol,benign
Sep 18 04:09:59,kali,2174,Failed password for svc_backup from 10.0.0.9 port 46048 ssh2,10.0.0.9,svc_backup,benign
Sep 18 04:10:10,kali,2462,Failed password for admin from 10.0.0.50 port 39937 ssh2,10.0.0.50,admin,attacker
Sep 18 04:10:11,kali,2704,PAM: Authentication failure for bob from 10.0.0.52,10.0.0.52,bob,attacker
Sep 18 04:10:59,kali,2170,Failed password for invalid user root from 10.0.0.51 port 46018 ssh2,10.0.0.51,root,attacker
Sep 18 04:11:02,kali,2686,Failed password for root from 10.0.0.52 port 48523 ssh2,10.0.0.52,root,attacker
Sep 18 04:11:09,kali,2785,Failed password for root from 10.0.0.51 port 48223 ssh2,10.0.0.51,root,attacker
Sep 18 04:11:12,kali,2922,Connection closed by 10.0.0.51 port 51162 [preauth],,,benign
Sep 18 04:11:18,kali,2422,PAM: Authentication failure for bob from 10.0.0.6,10.0.0.6,bob,benign
Sep 18 04:11:19,kali,2951,Failed password for testuser from 10.0.0.5 port 44472 ssh2,10.0.0.5,testuser,benign
Sep 18 04:11:24,kali,2363,Accepted password for carol from 10.0.0.7 port 59069 ssh2,10.0.0.7,carol,benign
Sep 18 04:11:44,kali,2679,Failed password for svc_backup from 10.0.0.5 port 51120 ssh2,10.0.0.5,svc_backup,benign
Sep 18 04:11:50,kali,2523,Failed password for testuser from 192.168.100.104 port 25557 ssh2,192.168.100.104,testuser,benign
Sep 18 04:11:54,kali,2206,Connection closed by 10.0.0.6 port 56832 [preauth],,,benign
Sep 18 04:12:08,kali,2876,Failed password for svc_backup from 192.168.100.103 port 56284 ssh2,192.168.100.103,svc_backup,benign
Sep 18 04:12:11,kali,2440,Failed password for svc_backup from 10.0.0.51 port 26231 ssh2,10.0.0.51,svc_backup,attacker
Sep 18 04:12:13,kali,2385,Failed password for testuser from 10.0.0.51 port 57197 ssh2,10.0.0.51,testuser,attacker
Sep 18 04:13:12,kali,2517,Failed password for testuser from 10.0.0.52 port 21030 ssh2,10.0.0.52,testuser,attacker
Sep 18 04:13:47,kali,2224,PAM: Authentication failure for bob from 192.168.100.104,192.168.100.104,bob,benign
Sep 18 04:14:06,kali,2836,Failed password for root from 10.0.0.50 port 44507 ssh2,10.0.0.50,root,attacker
Sep 18 04:14:07,kali,2768,Failed password for root from 10.0.0.51 port 45802 ssh2,10.0.0.51,root,attacker
Sep 18 04:14:13,kali,2204,Connection closed by 10.0.0.9 port 42915 [preauth],,,benign
Sep 18 04:14:21,kali,2864,Failed password for root from 192.168.100.101 port 43808 ssh2,192.168.100.101,root,benign
Sep 18 04:14:26,kali,2681,Failed password for invalid user testuser from 10.0.0.51 port 20117 ssh2,10.0.0.51,testuser,attacker
Sep 18 04:14:44,kali,2760,Failed password for svc_backup from 192.168.100.100 port 38850 ssh2,192.168.100.100,svc_backup,benign
Sep 18 04:14:47,kali,2329,Failed password for carol from 10.0.0.7 port 57456 ssh2,10.0.0.7,carol,benign
Sep 18 04:15:04,kali,2933,Failed password for svc_backup from 10.0.0.7 port 59543 ssh2,10.0.0.7,svc_backup,benign
Sep 18 04:15:06,kali,2653,Failed password for invalid user testuser from 10.0.0.51 port 29009 ssh2,10.0.0.51,testuser,attacker
Sep 18 04:15:16,kali,2710,Connection closed by 10.0.0.6 port 28449 [preauth],,,benign
Sep 18 04:15:38,kali,2932,Failed password for dave from 192.168.100.102 port 21106 ssh2,192.168.100.102,dave,benign
Sep 18 04:15:43,kali,2137,Failed password for svc_backup from 192.168.100.104 port 47313 ssh2,192.168.100.104,svc_backup,benign
Sep 18 04:16:13,kali,2457,Accepted password for alice from 10.0.0.4 port 34054 ssh2,10.0.0.4,alice,benign
Sep 18 04:16:17,kali,2078,Failed password for admin from 10.0.0.50 port 27754 ssh2,10.0.0.50,admin,attacker
Sep 18 04:16:19,kali,2602,Failed password for invalid user admin from 10.0.0.52 port 22058 ssh2,10.0.0.52,admin,attacker
Sep 18 04:16:22,kali,2424,Connection closed by 10.0.0.3 port 51556 [preauth],,,benign
Sep 18 04:17:16,kali,2076,PAM: Authentication failure for svc_backup from 10.0.0.6,10.0.0.6,svc_backup,benign
Sep 18 04:17:22,kali,2546,Failed password for dave from 192.168.100.104 port 32715 ssh2,192.168.100.104,dave,benign
Sep 18 04:17:49,kali,2487,Failed password for alice from 192.168.100.103 port 53870 ssh2,192.168.100.103,alice,benign
Sep 18 04:17:51,kali,2395,PAM: Authentication failure for bob from 192.168.100.100,192.168.100.100,bob,benign
Sep 18 04:17:52,kali,2568,Failed password for svc_backup from 10.0.0.4 port 29800 ssh2,10.0.0.4,svc_backup,benign
Sep 18 04:18:01,kali,2170,Failed password for alice from 10.0.0.8 port 20141 ssh2,10.0.0.8,alice,benign
Sep 18 04:18:08,kali,2298,Failed password for testuser from 10.0.0.51 port 37822 ssh2,10.0.0.51,testuser,attacker
Sep 18 04:18:11,kali,2214,Connection closed by 10.0.0.51 port 42978 [preauth],,,benign
Sep 18 04:18:15,kali,2390,Failed password for invalid user carol from 192.168.100.103 port 45939 ssh2,192.168.100.103,carol,benign
Sep 18 04:18:20,kali,2098,Failed password for invalid user bob from 10.0.0.9 port 20250 ssh2,10.0.0.9,bob,benign
Sep 18 04:18:37,kali,2129,Failed password for testuser from 10.0.0.50 port 30996 ssh2,10.0.0.50,testuser,attacker
Sep 18 04:18:49,kali,2726,Failed password for invalid user dave from 192.168.100.100 port 27435 ssh2,192.168.100.100,dave,benign
Sep 18 04:19:37,kali,2032,Failed password for alice from 10.0.0.5 port 47445 ssh2,10.0.0.5,alice,benign
Sep 18 04:19:51,kali,2009,PAM: Authentication failure for testuser from 192.168.100.104,192.168.100.104,testuser,benign
Sep 18 04:20:14,kali,2088,PAM: Authentication failure for dave from 10.0.0.5,10.0.0.5,dave,benign
Sep 18 04:20:25,kali,2154,Failed password for root from 10.0.0.5 port 20628 ssh2,10.0.0.5,root,benign
Sep 18 04:21:00,kali,2204,Connection closed by 10.0.0.51 port 29986 [preauth],,,benign
Sep 18 04:21:04,kali,2471,Failed password for invalid user root from 10.0.0.52 port 47475 ssh2,10.0.0.52,root,attacker
Sep 18 04:21:14,kali,2273,Failed password for invalid user svc_backup from 10.0.0.8 port 50847 ssh2,10.0.0.8,svc_backup,benign
Sep 18 04:21:16,kali,2673,Accepted password for testuser from 10.0.0.4 port 22903 ssh2,10.0.0.4,testuser,benign
Sep 18 04:21:27,kali,2394,Accepted password for bob from 10.0.0.9 port 22196 ssh2,10.0.0.9,bob,benign
Sep 18 04:21:36,kali,2033,Failed password for bob from 192.168.100.103 port 50423 ssh2,192.168.100.103,bob,benign
Sep 18 04:21:37,kali,2682,Failed password for root from 10.0.0.8 port 35514 ssh2,10.0.0.8,root,benign
Sep 18 04:21:39,kali,2149,Accepted password for svc_backup from 10.0.0.5 port 45736 ssh2,10.0.0.5,svc_backup,benign
Sep 18 04:21:56,kali,2920,Failed password for carol from 192.168.100.100 port 52118 ssh2,192.168.100.100,carol,benign
Sep 18 04:22:03,kali,2927,PAM: Authentication failure for alice from 10.0.0.3,10.0.0.3,alice,benign
Sep 18 04:23:32,kali,2553,Accepted password for root from 10.0.0.2 port 44573 ssh2,10.0.0.2,root,benign
Sep 18 04:23:45,kali,2781,Connection closed by 10.0.0.52 port 52151 [preauth],,,benign
Sep 18 04:24:31,kali,2388,Failed password for svc_backup from 10.0.0.7 port 38235 ssh2,10.0.0.7,svc_backup,benign
Sep 18 04:24:41,kali,2566,PAM: Authentication failure for carol from 192.168.100.102,192.168.100.102,carol,benign
Sep 18 04:25:04,kali,2598,Failed password for alice from 10.0.0.7 port 50898 ssh2,10.0.0.7,alice,benign
Sep 18 04:25:22,kali,2450,Failed password for invalid user root from 10.0.0.51 port 26337 ssh2,10.0.0.51,root,attacker
Sep 18 04:25:23,kali,2254,Failed password for svc_backup from 192.168.100.103 port 56343 ssh2,192.168.100.103,svc_backup,benign
Sep 18 04:25:42,kali,2171,Accepted password for dave from 10.0.0.7 port 59094 ssh2,10.0.0.7,dave,benign
Sep 18 04:25:43,kali,2806,Accepted password for dave from 10.0.0.5 port 27521 ssh2,10.0.0.5,dave,benign
Sep 18 04:25:44,kali,2676,Failed password for invalid user admin from 10.0.0.52 port 49524 ssh2,10.0.0.52,admin,attacker
Sep 18 04:25:48,kali,2142,Failed password for testuser from 10.0.0.6 port 58242 ssh2,10.0.0.6,testuser,benign
Sep 18 04:25:54,kali,2135,PAM: Authentication failure for bob from 10.0.0.4,10.0.0.4,bob,benign
Sep 18 04:25:54,kali,2214,Failed password for root from 10.0.0.51 port 23155 ssh2,10.0.0.51,root,attacker
Sep 18 04:25:58,kali,2039,Failed password for svc_backup from 192.168.100.103 port 59728 ssh2,192.168.100.103,svc_backup,benign
Sep 18 04:26:15,kali,2546,Connection closed by 10.0.0.2 port 34379 [preauth],,,benign
Sep 18 04:26:20,kali,2787,Failed password for invalid user bob from 10.0.0.51 port 37261 ssh2,10.0.0.51,bob,attacker
Sep 18 04:26:26,kali,2840,Failed password for root from 192.168.100.101 port 52089 ssh2,192.168.100.101,root,benign
Sep 18 04:26:48,kali,2330,Connection closed by 10.0.0.7 port 55868 [preauth],,,benign
Sep 18 04:26:59,kali,2128,Accepted password for bob from 10.0.0.2 port 25911 ssh2,10.0.0.2,bob,benign
Sep 18 04:27:19,kali,2184,Failed password for svc_backup from 10.0.0.2 port 23839 ssh2,10.0.0.2,svc_backup,benign
Sep 18 04:27:27,kali,2313,Failed password for root from 10.0.0.50 port 32133 ssh2,10.0.0.50,root,attacker
Sep 18 04:27:30,kali,2047,PAM: Authentication failure for root from 10.0.0.50,10.0.0.50,root,attacker
Sep 18 04:27:33,kali,2908,Failed password for testuser from 10.0.0.7 port 49510 ssh2,10.0.0.7,testuser,benign
Sep 18 04:27:39,kali,2140,Failed password for invalid user bob from 10.0.0.5 port 54802 ssh2,10.0.0.5,bob,benign
Sep 18 04:28:11,kali,2407,PAM: Authentication failure for dave from 10.0.0.51,10.0.0.51,dave,attacker
Sep 18 04:28:26,kali,2008,Failed password for alice from 192.168.100.103 port 52553 ssh2,192.168.100.103,alice,benign
Sep 18 04:28:55,kali,2569,Failed password for bob from 10.0.0.3 port 52019 ssh2,10.0.0.3,bob,benign
Sep 18 04:28:55,kali,2791,Accepted password for carol from 10.0.0.8 port 53275 ssh2,10.0.0.8,carol,benign
Sep 18 04:29:02,kali,2860,Failed password for dave from 10.0.0.7 port 43510 ssh2,10.0.0.7,dave,benign
Sep 18 04:29:21,kali,2159,Failed password for alice from 10.0.0.3 port 43526 ssh2,10.0.0.3,alice,benign
Sep 18 04:29:23,kali,2464,Failed password for carol from 10.0.0.7 port 37496 ssh2,10.0.0.7,carol,benign
Sep 18 04:29:26,kali,2051,Failed password for dave from 10.0.0.8 port 25166 ssh2,10.0.0.8,dave,benign
Sep 18 04:29:33,kali,2587,Failed password for svc_backup from 192.168.100.100 port 56486 ssh2,192.168.100.100,svc_backup,benign
Sep 18 04:29:38,kali,2902,Failed password for root from 192.168.100.101 port 42046 ssh2,192.168.100.101,root,benign
Sep 18 04:29:50,kali,2461,Failed password for admin from 10.0.0.52 port 37691 ssh2,10.0.0.52,admin,attacker
Sep 18 04:30:21,kali,2783,PAM: Authentication failure for dave from 192.168.100.101,192.168.100.101,dave,benign
Sep 18 04:30:25,kali,2796,Failed password for svc_backup from 10.0.0.4 port 59627 ssh2,10.0.0.4,svc_backup,benign
Sep 18 04:30:53,kali,2969,Failed password for svc_backup from 10.0.0.9 port 34376 ssh2,10.0.0.9,svc_backup,benign
Sep 18 04:30:58,kali,2527,Accepted password for alice from 10.0.0.7 port 35392 ssh2,10.0.0.7,alice,benign
Sep 18 04:31:10,kali,2743,Connection closed by 10.0.0.51 port 42812 [preauth],,,benign
Sep 18 04:31:13,kali,2664,Accepted password for dave from 10.0.0.6 port 32320 ssh2,10.0.0.6,dave,benign
Sep 18 04:31:33,kali,2898,Connection closed by 10.0.0.2 port 54257 [preauth],,,benign
Sep 18 04:31:38,kali,2794,Accepted password for bob from 10.0.0.7 port 32460 ssh2,10.0.0.7,bob,benign
Sep 18 04:31:44,kali,2699,Failed password for svc_backup from 192.168.100.103 port 55466 ssh2,192.168.100.103,svc_backup,benign
Sep 18 04:32:01,kali,2614,Failed password for admin from 10.0.0.52 port 34696 ssh2,10.0.0.52,admin,attacker
Sep 18 04:32:11,kali,2678,PAM: Authentication failure for dave from 10.0.0.3,10.0.0.3,dave,benign
Sep 18 04:32:18,kali,2172,Accepted password for root from 10.0.0.9 port 53476 ssh2,10.0.0.9,root,benign
Sep 18 04:32:21,kali,2143,Failed password for alice from 192.168.100.101 port 20628 ssh2,192.168.100.101,alice,benign
Sep 18 04:32:29,kali,2586,Failed password for invalid user svc_backup from 192.168.100.102 port 46974 ssh2,192.168.100.102,svc_backup,benign
Sep 18 04:32:47,kali,2043,Failed password for dave from 10.0.0.7 port 51396 ssh2,10.0.0.7,dave,benign
Sep 18 04:33:10,kali,2423,Failed password for admin from 10.0.0.52 port 31108 ssh2,10.0.0.52,admin,attacker
Sep 18 04:33:46,kali,2474,Connection closed by 10.0.0.9 port 23517 [preauth],,,benign
Sep 18 04:34:42,kali,2464,Failed password for dave from 10.0.0.51 port 42294 ssh2,10.0.0.51,dave,attacker
Sep 18 04:34:42,kali,2940,Failed password for root from 10.0.0.50 port 27664 ssh2,10.0.0.50,root,attacker
Sep 18 04:34:46,kali,2895,PAM: Authentication failure for carol from 192.168.100.103,192.168.100.103,carol,benign
Sep 18 04:34:52,kali,2693,Connection closed by 10.0.0.52 port 44453 [preauth],,,benign
Sep 18 04:35:10,kali,2654,PAM: Authentication failure for dave from 10.0.0.50,10.0.0.50,dave,attacker
Sep 18 04:35:12,kali,2166,Failed password for testuser from 10.0.0.8 port 41740 ssh2,10.0.0.8,testuser,benign
Sep 18 04:35:17,kali,2009,Accepted password for root from 10.0.0.6 port 35152 ssh2,10.0.0.6,root,benign
Sep 18 04:35:20,kali,2495,Accepted password for carol from 10.0.0.7 port 36160 ssh2,10.0.0.7,carol,benign
Sep 18 04:35:29,kali,2519,Failed password for testuser from 10.0.0.8 port 28341 ssh2,10.0.0.8,testuser,benign
Sep 18 04:35:36,kali,2878,Accepted password for alice from 10.0.0.9 port 56856 ssh2,10.0.0.9,alice,benign
Sep 18 04:35:53,kali,2330,Failed password for svc_backup from 10.0.0.51 port 31416 ssh2,10.0.0.51,svc_backup,attacker
Sep 18 04:35:58,kali,2203,PAM: Authentication failure for alice from 192.168.100.104,192.168.100.104,alice,benign
Sep 18 04:35:59,kali,2693,Failed password for invalid user alice from 192.168.100.101 port 44525 ssh2,192.168.100.101,alice,benign
Sep 18 04:36:16,kali,2979,PAM: Authentication failure for bob from 10.0.0.8,10.0.0.8,bob,benign
Sep 18 04:36:49,kali,2840,Accepted password for bob from 10.0.0.5 port 21550 ssh2,10.0.0.5,bob,benign
Sep 18 04:36:53,kali,2498,Failed password for testuser from 10.0.0.52 port 29175 ssh2,10.0.0.52,testuser,attacker
Sep 18 04:37:29,kali,2815,Connection closed by 10.0.0.52 port 21746 [preauth],,,benign
Sep 18 04:37:33,kali,2374,Failed password for admin from 10.0.0.50 port 50749 ssh2,10.0.0.50,admin,attacker
Sep 18 04:37:49,kali,2184,PAM: Authentication failure for svc_backup from 10.0.0.52,10.0.0.52,svc_backup,attacker
Sep 18 04:38:12,kali,2763,Failed password for root from 10.0.0.50 port 32707 ssh2,10.0.0.50,root,attacker
Sep 18 04:38:14,kali,2230,Connection closed by 10.0.0.4 port 21600 [preauth],,,benign
Sep 18 04:38:23,kali,2287,Connection closed by 10.0.0.52 port 26436 [preauth],,,benign
Sep 18 04:38:49,kali,2437,Failed password for invalid user testuser from 10.0.0.50 port 25594 ssh2,10.0.0.50,testuser,attacker
Sep 18 04:39:05,kali,2324,Accepted password for root from 10.0.0.6 port 45916 ssh2,10.0.0.6,root,benign
Sep 18 04:39:12,kali,2728,Accepted password for bob from 10.0.0.5 port 33743 ssh2,10.0.0.5,bob,benign
Sep 18 04:39:16,kali,2244,Failed password for carol from 10.0.0.52 port 24754 ssh2,10.0.0.52,carol,attacker
Sep 18 04:39:21,kali,2810,Failed password for testuser from 10.0.0.50 port 21757 ssh2,10.0.0.50,testuser,attacker
Sep 18 04:39:37,kali,2410,Failed password for testuser from 10.0.0.52 port 52717 ssh2,10.0.0.52,testuser,attacker
Sep 18 04:39:41,kali,2422,PAM: Authentication failure for testuser from 10.0.0.2,10.0.0.2,testuser,benign
Sep 18 04:39:41,kali,2804,Failed password for invalid user alice from 10.0.0.52 port 30704 ssh2,10.0.0.52,alice,attacker
Sep 18 04:39:51,kali,2981,Failed password for admin from 10.0.0.50 port 48581 ssh2,10.0.0.50,admin,attacker
Sep 18 04:39:52,kali,2883,Accepted password for dave from 10.0.0.3 port 41799 ssh2,10.0.0.3,dave,benign
